"Artikelnummer";"Name";"Kategorie";"Beschreibung";"EK";"Lieferanten Nr.";"Geändert";"VK Verkaufspreis "
"1307";"Zauninstallation";"";"komplette Umzäunung - Maschendrahtgeflecht grün, kunststoffbeschichtet oder feuerverzinkt, 60x60 mm, 2.000 mm hoch, 2-reihiger Stacheldraht als Übersteigschutz - Gesamthöhe Zaun: 2,00 m, verzinkte Vierkantrohre 50x100 mm als Zaunsäulen in den Boden gerammt, 2x Toranlage 2-flügelig, 4,00 x 2,00 m.";"35000";"";"25.07.24";"45500"
"1128";"Growatt 3PH Hybrid Wechselrichter SPH7000TL3 BH-UP";"";"Growatt 3PH Hybrid Wechselrichter SPH7000TL3 BH-UP der vergleichbar 100% dreiphasiger Unsymmetrieausgang Intelligente Begrenzung des Leistungsexports auf Phasenebene Breite Batteriespannung 100-550V USV-Funktion, 10ms Übergang Skalierbare Systemkonfiguration VPP-Schnittstelle bereit DC/AC Typ II SPD 1,5 DC/AC-Verhältnis";"1455.84";"";"25.07.24";"1892.59"
"1019";"Huawei Fusion Charge AC 22, EV-Charger AP22N-EU";"";"Die smarte Ergänzung für Ihr Huawei Heimspeichersystem • Ladung mit PV Überschuss • Automatische Phasenumschaltung für effizientes Laden • AC + DC Fehlerstromschutzschalter integriert • Anlage und Charger – alles in einer App Produkteigenschaften: • Bauform: Wallbox • Ladeleistung: 22 kW • Anschluss Fahrzeug: Typ 2 Buchse • Zugriffskontrolle: RFID (2 Karten im Lieferumfang enthalten) • Netzanschluss: 400 V, 32A, 3-phasig • Kommunikation: Wifi, Ethernet, App • Schutzklasse: IP54 • Abmessungen: 335 x 180 x 145 mm (HxBxT) • Gewicht: 2,9 kg";"906.22";"";"25.07.24";"1178.09"
"1037";"SMARTFOX Leistungssteller 3,5kW 230V";"";"- max. Regelleistung 3,5 kW / 16 A / - 1-phasig - Leistungsregelung über Phasenanschnitt - für ohmsche Lasten geeignet - Hutschienenmontage";"213.64";"";"25.07.24";"277.73"
"1002";"Leichtes Solarmodul mit Ösen";"";"- SMF310-6X10-UW - Biegbares Modul in weiß - Gewicht 6 kg";"0";"";"25.07.24";"0"
"1068";"Unterkonstruktion Ziegel";"";"- Kosten pro kWp - Montagesystem von K2 Systems oder vergleichbar - Ausgelegt auf die Individuelle Dachkonstruktion - Zertifiziert für 50 Jahre Nutzungsdauer - Es kann zu Abweichungen bei der Montage kommen";"180";"";"25.07.24";"234"
"1113";"Wechselrichter SolarEdge 9 kWh";"";"";"1486";"";"25.07.24";"1931.8"
"1127";"Growatt 3PH Hybrid Wechselrichter SPH10000TL3 BH-UP";"";"GROWATT-SPH-10KTL3-BH-UP oder vergleichbar 100% dreiphasiger Unsymmetrieausgang Intelligente Begrenzung des Leistungsexports auf Phasenebene Breite Batteriespannung 100-550V USV-Funktion, 10ms Übergang Skalierbare Systemkonfiguration VPP-Schnittstelle bereit DC/AC Typ II SPD 1,5 DC/AC-Verhältnis";"1617.12";"";"25.07.24";"2102.26"
"1149";"nicht verwenden";"";"BYD Battery-Box Premium HVC 13.1 - Preisgekrönte Effizienz dank echter - Serienschaltung - Das patentierte modulare Steckdesign erfordert keine interne Verkabelung und ermöglicht maximale Flexibilität und Benutzerfreundlichkeit - Kobaltfreie Lithium-Eisen-Phosphat-Batterie (LFP): Maximale Sicherheit, Lebensdauer und Leistung - Kompatibel mit führenden 1- und 3-Phasen-Wechselrichtern - Leistungsstarke Not-/Ersatzstrom- und Off-Grid-Funktionalität Wechselrichter Kompatibilität wie bei BYD HVM Batteriekapazität: 13,05 kWh Nennspannung: 256 V Max. Ausgangstrom: 50 A Peak Ausgangsstrom: 75 A für 3 Sekunden Gewicht: 190 kg Schutzklasse: IP 55 Abmessungen: 1171 x 585 x 298 mm (H/W/T)";"6673";"";"25.07.24";"8674.9"
"1174";"nicht verwenden";"";"- BYD Battery-Box Premium HVC 15.7 oder vergleichbar - Preisgekrönte Effizienz dank echter Serienschaltung - Das patentierte modulare Steckdesign erfordert keine interne Verkabelung und ermöglicht maximale Flexibilität und Benutzerfreundlichkeit - Kobaltfreie Lithium-Eisen-Phosphat-Batterie (LFP): Maximale Sicherheit, Lebensdauer und Leistung -Höchste Sicherheitsstandards wie VDE 2510-50 -Leistungsstarke Not-/Ersatzstrom- und Off-Grid- Funktionalität - 10 Jahre Herstellergarantie";"7905";"";"25.07.24";"10276.5"
"1176";"nicht verwenden";"";"- Preisgekrönte Effizienz dank echter Serienschaltung - Das patentierte modulare Steckdesign erfordert keine interne Verkabelung und ermöglicht maximale Flexibilität und Benutzerfreundlichkeit - Kobaltfreie Lithium-Eisen-Phosphat-Batterie (LFP): Maximale Sicherheit, Lebensdauer und Leistung - Kompatibel mit führenden 1- und 3-Phasen-Wechselrichtern Leistungsstarke Not-/Ersatzstrom- und Off-Grid-Funktionalität - Wechselrichter Kompatibilität wie bei BYD HVM - Gewicht: 330 kg - Schutzklasse: IP 55 - Abmessungen: 1871 x 585 x 298 mm (H/W/T)";"11601";"";"25.07.24";"15081.3"
"1242";"Hybrid - Wechselrichter 5 kW";"";"- SolarEdge Home Hub-Wechselrichter SE5K-RWB48 oder RWS wenn RWB nicht verfügbar - 12 Jahre Garantie - Europäischer Wirkungsgrad: 97,6 % -Günstigere Gesamtkosten durch 48 V Batterietechnik -Ersatzstromfähig in Kombination mit dem SolarEdge Home Backup-Interface";"1960";"";"25.07.24";"2548"
"1261";"enwitec Überspannungsschutz";"";"enwitec Überspannungsschutz DC Typ I+II 1 MPP, Klemmen, 3 x IN/OUT Dehn DC Überspannungsschutz Typ I &amp; II für 1 MPP Tracker Eingang 3 Strings, Ausgang 3 Strings Abmessungen: 254 x 180 x 111 mm";"0";"";"25.07.24";"0"
"1262";"SolarEdge Gateway";"";"SolarEdge Gewerbeanlagen-Gateway SE1000-CCG-G-S1 All-in-one Kommunikations-Gateway";"0";"";"25.07.24";"0"
"1267";"xx";"";"";"0";"";"25.07.24";"0"
"1099";"SolarEdge Verbindungskabel Batterie-Wechselrichter";"";"Mit dem Kabel Set lassen sich die SolarEdge Home Batterie Niedervolt und die SolarEdge StorEdge Dreiphasen-Wechselrichter SEXXK (RWS-Geräte) verbinden.";"143";"";"25.07.24";"185.9"
"1263";"SolarEdge Stromsensor";"";"SolarEdge Stromsensor Typ 1000A SECT-SPL-1000A-A Strommesswandler für Messung bis 1000A, Zubehör für SE ModBus Zähler VPE 1 Stück für 1 Phase";"0";"";"25.07.24";"0"
"1296";"Steuerung und Regeleinheit ";"";"";"22";"";"25.07.24";"33000"
"1269";"Überspannungsschutz";"";"- Überspannungsschutz inkl. Einbau am Einspeisepunkt";"0";"";"25.07.24";"0"
"1305";"Netzanfrage &amp; Genehmigungen";"";"- Kommunikation Begehungen mit dem Netzbetreiber und Festlegung des Verknüpfungspunktes

- Einholen der Nötigen Genehmigungen für den Baubeginn ";"7500";"";"25.07.24";"9750"
"1304";"Planung";"";"Auslegung der Module, Wechselrichter, Kabelverlegungen und Trafos sowie Einstrahlungsgutachten";"25000";"";"25.07.24";"32500"
"1339";"Hybrid - Wechselrichter Kostal 7 kW";"";"Produkteigenschaften Plenticore plus 7.0 







- Netzanschluss: 3-phasig

- AC Leistung: 7,0 kW 

- 2 +1 MPP Tracker

- DC Trennschalter in Gerätefront integriert

- Schnittstellen: Ethernet, USB, CAN, RS485, Modbus, FRE

- Schaltkontakt zur Eigenverbrauchssteuerung (z.B. Wärmepumpe)

- Abmessungen: 563 x 405 x 233 mm (H x B x T)

- Gewicht: 21,6 kg

- Schutzklasse: IP 55

- 10 Jahre Garantie (nach Registrierung bei Kostal)";"1229.65";"";"25.07.24";"1598.55"
"1203";"Hybrid - Wechselrichter Goodwe 10 kW";"";"- GoodWe ET Plus - GW10K-ET oder vergleichbar 

- Status LED - AC-Ladefähig 

- Hoher Wirkungsgrad von bis zu 98,2 % 

- DC ÜSS Typ 2 integriert 

- Direkter Anschluss an Rundsteuerempfänger 

- AC Überspannungsschutz ";"1500";"";"25.07.24";"1950"
"1130";"Dachsanierung";"";"Beinhaltet das verlegen neuer Dachlatten um eine PV Installation gewährleisten zu können.";"0";"";"25.07.24";"0"
"1162";"Growatt Wechselrichter 4 kW";"";"- Growatt MOD 4000TL3-X oder vergleichbar - IP65 - 3 Phasen - 2 MPP Tracker - 10 Jahre Herstellergarantie ( auf bis zu 20 Jahre erweiterbar )";"684.92";"";"25.07.24";"890.4"
"1169";"Wechselrichter Growatt 40 kW";"";"- Growatt MID 40KTL3-X oder vergleichbar - The maximum efficiency is up to 98.8% - 40% compact and lighter - AFCI function optional - Self-consumption monitoring - Touch key and OLED display - Type II SPD on DC and AC side - 5 Jahre Herstellergarantie";"1897.54";"";"25.07.24";"2466.8"
"1187";"Hybrid - Wechselrichter SolarEdge 5 kW Niedervolt";"";"- SolarEdge Home Hub-Wechselrichter SE5K-RWB48 oder RWS wenn RWB nicht verfügbar - Hybrid Wechselrichter für SolarEdge Optimierer und SolarEdge Niedervolt Batterie - DC-Nennspannung 750 Vdc - Europäischer Wirkungsgrad: 97,6 % - Schnelle Installationszeit durch integrierte StorEdge Schnittstelle - Günstigere Gesamtkosten durch 48 V Batterietechnik - Ersatzstromfähig in Kombination mit dem SolarEdge Home Backup-Interface BI-EU3P - 12 Jahre Herstellergarantie";"1960";"";"25.07.24";"2548"
"1200";"Premium Module Meyer Burger 390 W";"";"- Meyer Burger 390 W - Entwickelt in der Schweiz, produziert in Deutschland - Komplett recycelbar - Kurze Transportwege und verbesserter CO2- Fußabdruck - Optimales Schwachlichtverhalten - 25 Jahre Produktgarantie - 25 Jahre Leistungsgarantie";"239.95";"";"25.07.24";"311.94"
"1218";"Wechselrichter Growatt 60 kW";"";"- Growatt MAX 60KTL3 LV mit afci oder vergleichbar - bis zu 78 kWp - 6 MPP Tracker mit 2 Strings - Type 2 Protektion für AC und DC - Smartes Monitoring der 12 Strings - IP65 Zertifiziert - Maximale Effizienz 99% - Interne Überspann Sicherung - 5 Jahre Herstellergarantie";"2327.08";"";"25.07.24";"3025.2"
"1392";"FENE Heimspeichersystem Home 10 kW mit 22,0 kWh";"";"- Intelligentes Stromspeichersystem für die 100% Energiewende.10 kW Leistung | 8,8 bis 66 kWh Kapazität als effizientes Hochvoltsystem, auch nachträglich erweiterbar.- 15 kWp PV direkt DC-seitig anschließbar - zusätzliche Leistung beliebig AC-seitig einbindbar.- Extrem kompakte 51 x 37 cm Standfläche- 3-phasig notstromfähig mit solarer Nachladung- Schieflastfähig- Durch vorausschauendes Energiemanagement mit individuellem Erzeugungs- und Verbrauchs-Forecast wird die Abregelung von PV-Strom vermieden- Umfangreiche Lösungen zur Sektorkopplung für Ladeinfrastruktur, Wärmepumpe, Heizstab usw. - jederzeit einfach per App aktivierbar.- Energiemanagement FEMS basiert auf dem Open Source-Betriebssystem der Energiewende - OpenEMS.- Keine Herstellerbindung für Cloud, Community &amp; Co.- Offenheit für zeitvariable Stromtarife.- Flüsterleise, da lüfterloser Wechselrichter.- Flexibel, erweiterbar, zukunftsfähig.";"11613.05";"";"25.07.24";"15677.6"
"1013";"Fahrzeugbetriebskosten Elektro";"";"";"0.8";"";"25.07.24";"1.04"
"1277";"Wechselrichter";"";"- Huawei Wechselrichter SUN2000MA-15KTL-M2 oder vergleichbar - Bis zu 30% höhere Erträge durch Optimierung einzelner Module - Wechselrichter ohne schnelle Verschleißteile, Ausfallrate ? 0,5%.";"1000";"";"25.07.24";"1300"
"1076";"IBN- Bericht durch DGS Franken";"";"Bericht und Projektbegleitung durch DGS Franken - Prüfung und Ausarbeitung eines technischen IBN- Berichtes - Diese werden stündlich berechnet und 1:1 weitergegeben - Einarbeitung pauschal 800€ - 160€ pro Stunde - Ortstermin 1600€ pro Sachverständiger - Fahrtkosten 50ct pro km Die Kosten werden nach Beendigung des Projektes in einer separaten Rechnung erfasst und abgerechnet";"0";"";"25.07.24";"0"
"1297";"Übergabe Schutzstation";"";"";"0";"";"25.07.24";"80000"
"1105";"Umbau Leiter";"";"Umbau der Leiter um mehr Platz für Module zu haben.";"0";"";"25.07.24";"0"
"1118";"Solar-Log 50";"";"Solar-Log 50 Datenlogger oder vergleichbar Der Datenlogger von Solar-Log ist die neue Basis Variante für PV-Anlagen Überwachung. Damit werden alle relevante Daten der PV-Anlage in das Online Portal Solar-Log WEB Enerest übertragen. Optional können noch Pakete für die dynamische Leistungsreduzierung, Komponentenerweiterung auf 10 Teilnehmer und Anlagengröße auf 30 kWp erworben werden. - inklusive 2 Jahre Solar-Log WEB Enerest XL Portalnutzung - MPP Tracker Überwachung - Wechselrichterausfall, Fehlerzustand und Leistungsüberwachung - Ertragsprognose - Eigenverbrauchsdarstellung über - RS485 Zähler";"150";"";"25.07.24";"195"
"1139";"Jinko Solar 415W Tiger Neo N-Typ";"";"- JinkoSolar JKM415N-54HL4-V oder vergleichbar - Wirkungsgrad von 21,25 % - 108 Monokristalline N-Type Zellen - 0/+3 % positive Leistungstoleranz - Anti-PID - Reduzierter Hot-Spot-Verlust - 15 Jahre Produktgarantie - 30 Jahre lineare Leistungsgarantie 1x Unterkonstruktion - Montagesystem von K2 Systems oder vergleichbar - Ausgelegt auf die Individuelle Dachkonstruktion - Zertifiziert für 50 Jahre Nutzungsdauer - Es kann zu Abweichungen bei der Montage kommen Beschichtung für Selbst-Reinigung minimiert Staubablagerungen 1x DC-Montage - Montage der Module bis zum Speicher mit integrierten bzw. Externen Wechselrichter inkl. Verkabelung und Unterkonstruktion für alle Module - Vertragsbestandteil der DC Kabelführung ist der kürzeste Weg (PV-Module zu Wechselrichter) Änderungen sind aufpreispflichtig";"149.4";"";"25.07.24";"194.22"
"1167";"Wechselrichter Growatt 5 kW";"";"- Growatt MOD 5000TL3-Xoder vergleichbar - 2 MPPT, Type II SPD on DC and AC side - Arc-Fault Circuit Interrupter (AFCI) - string monitoring, - 10 Jahre Herstellergarantie ( erweiterbar auf 20 Jahre )";"724.22";"";"25.07.24";"941.49"
"1225";"Wechselrichter Growatt 11 kW";"";"- GROWATT-MOD-11KTL3-X oder vergleichbar - 2 MPPT, Type II SPD on DC and AC side - Arc-Fault Circuit Interrupter (AFCI) - string monitoring, - 10 Jahre Herstellergarantie ( erweiterbar auf 20 Jahre )";"1044.21";"";"25.07.24";"1357.47"
"1040";"Growatt GroBoost Wärmeregulierer, batteriekompatibel, dreiphasig bis zu 10,8kW für Heizung und Wasser";"";"- Growatt GroBoost Wärmeregulierer - Nutzbar für Heizung und Warmwasser - einstellbare Leistungsregelung 0 - 10.8 kW - fähig für ein- und dreiphasige Tauchsieder - Drei-Zonen-Raumheizung mit drei unabhängigen Leistungsausgängen möglich - Integriert in das Smart Home System, wird eine Solar-Eigenverbrauchsquote bis zu 92% erreicht - Montage ist im Preis mit inbegriffen";"516.25";"";"25.07.24";"671.13"
"1055";"FLAMCO FlexTherm ECO 6E";"";"- Die kompakte, thermische Batterie zur Warmwasserbereitung beinhaltet 7,0 kWh, welche Sie speichern kann. - platzsparende Dimensionen, womit der Speicher in engsten Räumen verbaut werden kann - schnelle und effiziente Aufheizung innerhalb von 2,5 Stunden - Erhöhung des Eigenverbrauches seiner PV-Anlage - Ladung des Speichers bereits ab 200 Watt - das integrierte Salz besitzt eine 3-mal höhere Dichte als Wasser, was für noch mehr Effizienz sorgt für 4 Personenhaushalt geeignet - kostenloser PV Strom -&gt; kostenlos aufladen, speichern, und später nutzen - 3,5 kWp Anlage um 80% der Warmwasserbereitung sicherzustellen - Nennleistung 2,8 kW";"0";"";"25.07.24";"0"
"1310";"Belegung";"";"Installation der Module pro MWP";"40000";"";"25.07.24";"52000"
"1313";"Landschafsausgleich";"";"Bepflanzungen und Begrünungen zum Ausgleich der Belegten Flächen ";"25000";"";"25.07.24";"32500"
"1306";"Vermessungen ";"";"Genaue Vermessung für die Montage der UK sowie Zaun";"959";"";"25.07.24";"1246.7"
"1327";"SolarEdge Wechselrichter SE5K-RWB Kurzstring";"";"";"1376.55";"";"25.07.24";"1864.83"
"1051";"ecodesign Brauchwasser-Wärmepumpe ED 300 WT (19% MwSt)";"";"-Füllmenge: 258 Liter -Heizleistung: 1,421 (max. 3,421) kW -Strombedarf: 0,395 kW -Abmessung: 707 x 707 x 1768 in mm (L x B x H) -Garantie: 5 Jahre -SG-Ready fähig -Kann sowohl die Innen- als auch -Außenluft als Wärmequelle nutzen -Intelligente Photovoltaik-Boost-Funktion -Legionellenfunktion -Sehr leise im Betrieb (37 dB) -Energieeffizienzklasse A+ -Holiday-Funktion -Timer-Funktion -Netzanschluss: 230 V /1-phasig -Heizleistung Kompressor: 1,42 kW -Max. Heizleistung: 3,42 kW -Luftdurchsatz: 200-300 m³/h -Integrierter Heizstab mit 2 kW für -Legionellenaufheizung -Speichermenge: 258 Liter -Emaillierter Innentank -Ein integrierter Wärmetauscher für optionalen Anschluss weiterer Energieerzeuger -Integrierte Magnesiumschutzanode -Abmessungen: 707 x 707 x 1768 mm (L x B x H) -Gewicht: 153 kg";"1971.07";"";"25.07.24";"2562.39"
"1340";"Kostal Smart Energy Meter - C";"";"Mess- und Steuerungseinheit Kostal Energy Meter - C


Mit dem Kostal Energy Meter - C kann problemlos ein Batteriespeicher an einen Kostal Wechselrichter der Reihe PIKO IQ / PLENTICORE plus / PLENTICORE BI angeschlossen werden.

Damit ist er die Kosteneffizienteste Lösung für eine Kombination aus Kostal Wechselrichter und Speicher";"99";"";"25.07.24";"128.7"
"1326";"BYD Commercial Paket C230";"";"- Batterie-Typ:Hochvolt LFP- Nettokapazität:218 kWh- AC-Leistung:88 kW- Schutzklasse:IP20- Garantie:10 Jahre- Gewerbespeicher-Typ:Peak Shaving, Eigenverbrauch, Time of use";"106338";"";"25.07.24";"138239.4"
"1285";"Wechselrichter Fronius 8,2 kW";"";"Produktvorteile 

- Snap-In Inverter
- MPP-Eingangsspannung 150 - 800 V
- Sehr hoher Wirkungsgrad bis zu 98 %
- Komplette Schnittstellen-Ausstattung
- Kostenlose Garantieverlängerung auf 5 Jahre bei online Registrierung


Produkteigenschaften Fronius Symo 8.2-3-M

- Netzanschluss: 3-phasig
- AC Leistung: 8,2 kVA
- Trafolos
- Verpolungsschutz
- MPP Tracker: 2
- Kommunikation: integr. Datalogger mit Webserver, 2 x RS422, Ethernet LAN, WLAN, RS485, 4 x dig. IN/OUT, 6 x dig. IN (FRE)
- Aktive Kühlung
- Abmessungen: 645 x 431 x 204 mm (H x B x T)
- Gewicht: 21,9 kg
- Schutzklasse: IP65
- Garantie: 2 Jahre (Verlängerung auf 5 Jahre bei online Registrierung)";"1609.23";"";"25.07.24";"2092"
"1436";"APsystems EZ1-M 600 VA (upgradebar) Paket für 2 Module  Balkonkraftwerk";"";"Phasen: 1 MPP-Tracker: 2 AC-Leistung: 0,6 kW (0,8 kw)
 Spannungsbereich: 28 - 45 Volt Garantie: 12 Jahre Kommunikation: WiFi, Bluetooth";"180";"";"25.07.24";"234"
"1298";"AC Leitungen";"";"AC-Hauptleitungen, Erdkabel
Typ NAY2Y modifiziert zw. Trafostation/ Generatoranschlusskasten und WR- Anschlusskasten sowie Kompaktstationen für Verlegung im Erdreich";"0";"";"25.07.24";"0"
"1437";"Wechselrichter Kostal Piko 12";"";"- Netzanschluss: 3-phasig
- AC Leistung: 12,0 kW 
- trafoloses Konzept
- 2 unabhängige MPP Tracker
- DC Trennschalter schlaggeschützt integriert
- FRE / Sensor für dynamische Regelung direkt anschließbar
- Abmessungen: 445 x 580 x 248 mm (H x B x T)
- Gewicht: 37,5 kg
- Schutzklasse: IP 55";"1724.78";"";"25.07.24";"2242.21"
"1034";"Trina 425 TSM-DE09R.08 Vertex S";"";"- Trina 425 TSM-DE09R.08 Vertex S oder vergleichbar - IEC Zertifiziert - High-Density-Zellverbindungstechnologie für höhere Moduleffizienz - Multi-Busbar-Technologie - 30 mm Rahmenhöhe, sehr stabil - Anlagenauslegung und –Planung exakt wie bisher bekannt - 15 Jahre Produktgarantie auf die Verarbeitung - 25 Jahre Leistungsgarantie - 144 monokristalline Zellen - Wirkungsgrad: 21,3 % - Schwarzer Modulrahmen - Weißes Backsheet - Maß: 1762 × 1134 × 30 mm (H x B x T)";"101.15";"";"25.07.24";"131.5"
"1416";"Tierschutz PV";"";"- Zur Abwehr von Tieren unter der Photovoltaikanlage";"20";"";"25.07.24";"26"
"1334";"Modul - Meyer Burger 380 W, Glas/Glas, bifazial inkl. UK und Montage";"";"- Leistung: 380 Watt
- Wirkungsgrad: 21,2 %
- Farbe Modulrahmen: Schwarz
- Farbe Backsheet: Transparent
- Abmessungen: 1722 x 1041 x 35 mm (H/B/T)
- Gewicht: 24,4 kg  
- Stecker: MC4-Evo2
- Schutzklasse: IP68
- Leistungstemperaturkoeffizient:  -0,259 [%/°C]
- Windlast: 4000 Pa
- Schneelast: 6000 Pa


Höchste Ansprüche an die Qualität und eine nachhaltige Wertschöpfungskette - dafür steht das Schweizer Unternehmen Meyer Burger. Statt einer Bachsheet-Folie ist bei dem Glas-Glas Modul auch die Rückseite aus Solarglas. Die bifazialen Zellen zusammen mit der gläsernen Rückseite erzeugen auch auf der Modulrückseite Energie. Entwickelt werden die Module in der Schweiz, produziert in Deutschland – von der Zelle bis zum fertigen Modul. Und das mit eigens entwickeltem Produktionsequipment und einem hohen Nachhaltigkeitsstandard.? ";"173";"";"25.07.24";"464"
"1413";"SolarEdge Hybrid Wechselrichter StorEdge 8kW ";"";"SE8K-RWS48BEN4
SolarEdge Wechselrichter haben keinen MPP Tracker sondern zwei Eingänge für die SolarEdge Modul Optimierer. Mit der Festspannungstechnologie arbeitet der SolarEdge Wechselrichter stets im optimalen Eingangsspannungsbereich, unabhängig von der Modul-und Stranganzahl. Über die Strangleitung werden die Leistungsdaten von jedem einzelnen PV-Moduloptimierer an den SolarEdge Wechselrichter übertragen und können über das Internet im SolarEdge Monitoring Portal visualisiert werden. 
- Phasen:3- AC-Leistung:8,0 kW- Garantie:12 Jahre- Kommunikation:2 x RS485, Ethernet







- Hybrid Wechselrichter für SolarEdge Optimierer und 48 V   Batterien

- DC-Nennspannung 750 Vdc

- Europäischer Wirkungsgrad: 97,6 %

- Schnelle Installationszeit durch integrierte StorEdge Schnittstelle

- Größere Batterieauswahl durch 48 V Batteriespannung

- Günstigere Gesamtkosten durch 48 V Batterietechnik

- AC-Nennleistung: 8 kVA, 3-phasig


- Maximale Batterielade-/entladeleistung: 5 kW

- 5 kW Batterieanschluss 48 V

- PV-Eingang: 2 Paar MC4 Eingänge

- Batterieanschluss: 1 Paar M8 Kabelschuh

- Kommunikation: Ethernet RJ45

- Schutzklasse: IP65

- Standardgarantie: 12 Jahre, erweiterbar auf 20 Jahre.

- Abmessungen: 853 x 316 x 193 mm (H x B x T)

- Gewicht: Brutto 35 kg / Netto 32 kg

- Optional: WiFi, ZigBee Gateway oder GSM";"2093.8";"";"25.07.24";"2721.94"
"1121";"SolarEdge 4 kW Wechselrichter";"";"-SolarEdge SE4000H-BEN4 oder vergleichbar 

-Nur für SolarEdge Optimierer ausgelegter Wechselrichter 

-DC-Nennspannung 380 Vdc 

-Sehr hoher Wirkungsgrad von bis zu 99,2 % 

-Anschlüsse für Rundsteuerempfänger 

-Optional WiFi, ZigBee Gateway oder GSM 

-4,0 kVA Leistung 1 Phasig -2 Paar MC4 Eingänge 

-Schnittstellen: Ethernet RJ45, RS485 

-Schutzklasse: IP65 -Standardgarantie: 12 Jahren 

-Abmessungen: 280 x 370 x 142 mm (H x B x T) Gewicht: 7,8 kg";"945";"";"25.07.24";"1228.5"
